0,1,2,3,4,5,6,7,8,9
1.0,0.9211262995135361,0.863372247018674,0.8476752198511438,0.890372387584784,0.9646424032330249,0.9495519891999591,0.923757233032575,0.951086715297537,0.9694641535875513
0.9211262995135361,1.0,0.8405291020230458,0.8250603401122578,0.8087282613117759,0.8857472203226757,0.9118208140941696,0.9036839274108112,0.9298527764520087,0.932401221266399
0.863372247018674,0.8405291020230458,1.0,0.96642035230757,0.8444668233187871,0.8683665464333011,0.8923975915821493,0.906362152605422,0.9104967471641578,0.8720373745101528
0.8476752198511438,0.8250603401122578,0.96642035230757,1.0,0.8389351087509139,0.8525821444754769,0.8766845440584835,0.9220227663382817,0.894692897555988,0.8564321601986588
0.890372387584784,0.8087282613117759,0.8444668233187871,0.8389351087509139,1.0,0.8552173910402836,0.8407733847035934,0.8467111600713421,0.8422480508437937,0.8593712023160559
0.9646424032330249,0.8857472203226757,0.8683665464333011,0.8525821444754769,0.8552173910402836,1.0,0.955712839860683,0.8885088783735369,0.9564621325192898,0.9350745791467567
0.9495519891999591,0.9118208140941696,0.8923975915821493,0.8766845440584835,0.8407733847035934,0.955712839860683,1.0,0.9144624077214741,0.9818323782593179,0.9795186717852985
0.923757233032575,0.9036839274108112,0.906362152605422,0.9220227663382817,0.8467111600713421,0.8885088783735369,0.9144624077214741,1.0,0.9324386733893731,0.9349711948458156
0.951086715297537,0.9298527764520087,0.9104967471641578,0.894692897555988,0.8422480508437937,0.9564621325192898,0.9818323782593179,0.9324386733893731,1.0,0.9613585152047763
0.9694641535875513,0.932401221266399,0.8720373745101528,0.8564321601986588,0.8593712023160559,0.9350745791467567,0.9795186717852985,0.9349711948458156,0.9613585152047763,1.0
